Epoch,Avg Reward
0,1.8199999999999998
0,1.6199999999999999
0,1.4966666666666666
0,1.3233333333333333
0,1.2433333333333332
0,1.1766666666666665
0,1.1666666666666665
0,1.1733333333333333
0,1.1766666666666665
0,1.1633333333333333
0,1.1133333333333333
0,1.0666666666666667
0,1.02
0,1.04
0,1.0566666666666666
0,1.1199999999999999
0,1.1333333333333333
0,1.1466666666666665
0,1.1166666666666667
0,1.0933333333333333
0,1.06
0,1.0533333333333332
0,1.0566666666666666
0,1.0566666666666666
0,1.0466666666666666
0,1.04
0,1.0533333333333332
0,1.0733333333333333
0,1.0733333333333333
0,1.0766666666666667
0,1.0733333333333333
0,1.08
0,1.0766666666666667
0,1.0833333333333335
0,1.0866666666666667
0,1.0766666666666667
0,1.0666666666666667
0,1.0666666666666667
0,1.0866666666666667
0,1.08
0,1.0699999999999998
0,1.0466666666666666
0,1.0466666666666666
0,1.0533333333333332
0,1.0733333333333333
0,1.1099999999999999
0,1.1366666666666667
0,1.1533333333333333
0,1.143333333333333
0,1.1366666666666665
0,1.1399999999999997
0,1.15
0,1.1599999999999997
0,1.153333333333333
0,1.1533333333333333
0,1.143333333333333
0,1.1466666666666665
0,1.15
0,1.1599999999999997
0,1.15
0,1.1266666666666667
0,1.1066666666666667
0,1.0833333333333335
0,1.0566666666666666
0,1.0533333333333332
0,1.0633333333333335
0,1.09
0,1.08
0,1.0866666666666667
0,1.0866666666666667
0,1.1133333333333333
0,1.123333333333333
0,1.14
0,1.143333333333333
0,1.1533333333333333
0,1.1533333333333333
0,1.18
0,1.1999999999999997
0,1.23
0,1.2233333333333332
0,1.2133333333333334
0,1.2
0,1.1966666666666665
0,1.18
0,1.163333333333333
0,1.1466666666666665
0,1.1666666666666665
0,1.1966666666666665
0,1.2266666666666666
0,1.2366666666666666
0,1.2233333333333332
0,1.2
0,1.19
0,1.19
0,1.2066666666666666
0,1.2166666666666666
0,1.2466666666666666
0,1.2633333333333332
0,1.2666666666666666
0,1.2433333333333332
0,1.2166666666666666
0,1.19
0,1.17
0,1.153333333333333
0,1.1366666666666667
0,1.1233333333333333
0,1.1166666666666667
0,1.1266666666666667
0,1.1466666666666665
0,1.1466666666666665
0,1.1466666666666665
0,1.1233333333333333
0,1.1133333333333333
0,1.1033333333333335
0,1.1066666666666667
0,1.1066666666666667
0,1.1066666666666667
0,1.1066666666666667
0,1.13
0,1.13
0,1.1233333333333333
0,1.0966666666666667
0,1.0833333333333335
0,1.0733333333333333
0,1.0766666666666667
0,1.0966666666666667
0,1.1199999999999999
0,1.1366666666666665
0,1.14
0,1.1333333333333333
0,1.13
0,1.13
0,1.1566666666666665
0,1.18
0,1.1933333333333334
0,1.1833333333333331
0,1.1666666666666665
0,1.1566666666666665
0,1.1533333333333333
0,1.1533333333333333
0,1.1533333333333333
0,1.15
0,1.143333333333333
0,1.1266666666666665
0,1.0933333333333333
0,1.0866666666666667
0,1.0833333333333333
0,1.1
0,1.1066666666666665
0,1.1233333333333333
0,1.1333333333333333
0,1.1199999999999999
0,1.1
0,1.08
0,1.0666666666666667
0,1.0733333333333333
0,1.1
0,1.1333333333333333
0,1.1533333333333333
0,1.14
0,1.1199999999999999
0,1.0966666666666667
0,1.09
0,1.1133333333333333
0,1.1333333333333333
0,1.1333333333333333
0,1.123333333333333
0,1.1233333333333333
0,1.15
0,1.163333333333333
0,1.1866666666666665
0,1.2133333333333334
0,1.2333333333333332
0,1.2333333333333334
0,1.2266666666666666
0,1.2166666666666666
0,1.2233333333333332
0,1.23
0,1.24
0,1.2266666666666666
0,1.2
0,1.18
0,1.16
0,1.1466666666666665
0,1.1466666666666665
0,1.1666666666666665
1,1.1966666666666665
1,1.21
1,1.2066666666666666
1,1.18
1,1.1433333333333333
1,1.1033333333333333
1,1.0833333333333335
1,1.09
1,1.1133333333333333
1,1.1533333333333333
1,1.163333333333333
1,1.163333333333333
1,1.153333333333333
1,1.1566666666666665
1,1.15
1,1.13
1,1.12
1,1.1099999999999999
1,1.0933333333333333
1,1.0833333333333335
1,1.08
1,1.08
1,1.0733333333333333
1,1.0566666666666666
1,1.0433333333333334
1,1.0433333333333334
1,1.0699999999999998
1,1.1
1,1.1099999999999999
1,1.1166666666666667
1,1.14
1,1.1566666666666665
1,1.1466666666666665
1,1.12
1,1.1
1,1.1
1,1.1
1,1.1133333333333333
1,1.123333333333333
1,1.1366666666666665
1,1.1333333333333333
1,1.143333333333333
1,1.143333333333333
1,1.1333333333333333
1,1.123333333333333
1,1.1266666666666665
1,1.143333333333333
1,1.15
1,1.1466666666666665
1,1.15
1,1.143333333333333
1,1.153333333333333
1,1.17
1,1.1966666666666665
1,1.2133333333333334
1,1.2233333333333332
1,1.2433333333333332
1,1.2633333333333332
1,1.27
1,1.2566666666666666
1,1.2433333333333332
1,1.25
1,1.2666666666666666
1,1.2999999999999998
1,1.3199999999999998
1,1.3333333333333333
1,1.3266666666666667
1,1.3333333333333335
1,1.3466666666666667
1,1.3666666666666667
1,1.3766666666666665
1,1.3833333333333333
1,1.38
1,1.3733333333333333
1,1.3833333333333333
1,1.3966666666666665
1,1.4033333333333333
1,1.39
1,1.3733333333333333
1,1.3733333333333333
1,1.38
1,1.3899999999999997
1,1.3833333333333333
1,1.3766666666666665
1,1.3666666666666667
1,1.3566666666666667
1,1.3366666666666667
1,1.3366666666666667
1,1.3366666666666667
1,1.3366666666666667
1,1.3266666666666667
1,1.3166666666666667
1,1.32
1,1.3233333333333333
1,1.3166666666666667
1,1.31
1,1.2799999999999998
1,1.2666666666666666
1,1.2566666666666666
1,1.26
1,1.2599999999999998
1,1.2433333333333332
1,1.2366666666666666
1,1.23
1,1.2533333333333332
1,1.2766666666666666
1,1.3033333333333332
1,1.3033333333333332
1,1.2866666666666666
1,1.28
1,1.2633333333333332
1,1.2799999999999998
1,1.2766666666666666
1,1.2799999999999998
1,1.27
1,1.2766666666666666
1,1.2766666666666666
1,1.27
1,1.26
1,1.27
1,1.27
1,1.2566666666666666
1,1.2366666666666666
1,1.2233333333333332
